,Text,score,analysis
139,recently discovered product kids love new innovative format 4 year old younger loved yogurt melts big kid refuses eat melts babies yodrops crunchy flavorful yogurt drops feel like candy super healthy individually packed throw packs purse go also keep box car kids cranky need light healthy snack meals,0.28228438228438224,Neutral
140,reviewing established candy treat peanut chews originals seems unnecessary purchased 12 5ounce bags recently amazon wants review candy around decades since first tasted kid 1950s favorite ive always consumed slowly id pop one chocolate covered sections mouth make last first chocolate melts away caramel slowly dissolves away reveal chunks peanuts chewed right end meant savored slowly youve chewed swallowed candies youve missed lot,0.016883116883116875,Neutral
141,bottles leakedbr br 10102011 910 damage reported damage claim investigationbr 10102011 903 transportation accident occurred merchandise discarded ups notify sender details damage,0.0,Neutral
142,vermicelli rice noodles always great addition soup stirfry first brown rice vermicelli fairly similar white rice vermicelli main differences taste consistency taste flavorful slightly nutty like brown rice consistency less pleasing however whole grain vermicelli feels tougher denser processed counterpart would expect youve whole wheat pastabr br preparing peacock brown rice vermicelli exceedingly simple directions bag say soak 1 minute cool water like use salty broth soak flavor broth eating soup done simply add noodles soup cooking needed stirfrys youll want toss hot wok sauce oil minute two crisp consistency less noticeable,0.1311111111111111,Neutral
143,bertolli best tasting olive oil tried others best make olive oil dips dressings use cooking sauteing frying even made great olive oil mayonaise whole family loves taste good good,0.7333333333333334,Positive
144,feeding 12 year old cat enjoyed chicken pot pie quite bitand went entire one sitting sure good bad thing though chinese chicken ate didnt seem thrilled giving container two cat owners produced results buy future well may would hope could buy carton chicken pot pie quality food seemed sit mature cats stomach easily important pet owners still cautious last years awful pet food poisonings,-0.03749999999999999,Neutral
145,fly traps get 5 stars except texas heat evaporate quickly im going try gallon size see stays effective longer us cant live outdoors without,0.4674242424242424,Neutral
146,one thing certain dont skimp blackberry pomegranate flavors drink anything overpower taste tea youre looking something along lines tea drink lightly flavored fruit one might tastes good refreshing especially warmer months slight false sugar aftertaste aside mix bit different usual powered drink additives ive tried theres nice green tea bonus well might explain fruit flavors overwhelm tea strong black teabr br faint sucralose aftertaste complaint would serving half packet perhaps im familiar enough drink sticks know youre supposed use half seems ridiculous consider full serving seems way cheat get five calories claim,0.04393424036281178,Neutral
147,began using bobs red mill hulled hemp seed several months ago added omega protein changed diet would rather call lifestyle continue eat mostly steamed veggies fresh fruits add hemp seed fruit especially good oatmeal salads also added baked goods anything cooking love nutty texture flavor adds foodsbr br tried brands prefer bobs red mill hulled hemp seed purchased health food stores found much easier less expensive order online recommended stored refrigerator freezer buy case timebr br enjoy healthy eating,0.22777777777777777,Neutral
148,great product busy dog good teeth dont swell wet like rawhide products arrive individually wrapped seems keep dirt bugs,0.3,Neutral
149,ordered supposed variety 25 different flavors without ordering 25 boxes however received 20 different flavors counting ones technically flavor decaf version also received 4 one pod thought could little diverse product match description given thats disappointing would least like shipped thought paying ripped 5 flavors make variety said think ordering amazon,-0.18125,Neutral
150,good stuff quite healthy contains plenty trace nutrients well vital everyday functions eukronium phosphoric acid kids love brand serve example rest industry,0.32,Neutral
151,love canned artichoke hearts easy way add vegetable many different recipes taste great,0.44666666666666666,Neutral
152,kids 18 mo 3 yrs love happybaby tots tried every flavor eat love getting good organic nutrition ingredients wholesome convenient throw diaper bag purse onthego stick lunch box snack use spoon sometimes bowl home self feeding little one also give pouch eat directly squeeze pouch thank happybaby great products,0.40208333333333335,Neutral
153,green mountain caribou blend far favorite coffee great price bulk drink everyday bold rich highly recommend,0.23354166666666668,Neutral
154,everyone else already said best hot sauce planet always called rooster sauceand first exposure little barrestaurant local college attending time quite time agolol anyway used put sauce everything pizza burgers french fries marinarabased pastaseven omelettesscrambled eggs graduated moved didnt run across sriracha chili sauce original huy fong version years stumbled across recently asian food website promptly ordered 4 bottles ordered 6 today know amazon price 6pack beats anything ive come across thus far especially considering eligible free shipping spend 25 morebr br love anything spicy suppose folks might find bit much dont like spicy food stear clear enjoy spicy ultimate condiment disagree reviewer stated dont taste much difference tabasco sauce tastes like chili peppers garlic think tabasco vinegar taste plus sriracha sauce thick like much better stays food like pizza french fries tabasco wateryand isnt hot srirachabr br anyway great deal stock wont disappointed,0.17771739130434785,Neutral
155,good tasty juice contains acai berries known antioxidant abilities drink every morning nicely stabilize metabolism like flavor less sour original flavor,0.2716666666666666,Neutral
